# SAXS profile: number of points = 201, q_min = 0, q_max = 0.2, delta_q = 0.001
#    q    intensity    error
0.00000    234885214666.49783325 35232782.19997468
0.00100    234322160745.75631714 126533969.80772889
0.00200    232641539398.00424194 177970783.27491215
0.00300    229868803191.76446533 206881930.24236104
0.00400    226045683385.44549561 203441122.77724853
0.00500    221229322449.34799194 258838317.51087037
0.00600    215490854635.83355713 226265406.57936496
0.00700    208913927866.47375488 350975413.40230823
0.00800    201592688731.24752808 381010197.78829116
0.00900    193629903212.69821167 406622814.12885815
0.01000    185134447459.41653442 397113406.94760656
0.01100    176219304688.96002197 348914238.47563255
0.01200    166998910721.45538330 423342257.23982239
0.01300    157587106951.16302490 463306114.87043083
0.01400    148094622511.62112427 466498081.59191090
0.01500    138627314502.14016724 332705569.62013566
0.01600    129283941755.15780640 395608879.45587713
0.01700    120154928387.38952637 356860153.31883019
0.01800    111320544138.89958191 475895347.60793638
0.01900    102850260023.07009888 370260952.79018062
0.02000    94801662401.34123230 388212825.09455800
0.02100    87220381346.51843262 316609998.64247626
0.02200    80139508623.40724182 331777580.77433872
0.02300    73580397525.32434082 317867331.77820998
0.02400    67552570163.47975159 253322149.66391876
0.02500    62054978666.34500122 363021641.77754319
0.02600    57076482712.12805939 231159765.55696973
0.02700    52597499674.43607330 243000459.62558585
0.02800    48590777052.72261047 253643867.84721985
0.02900    45023345916.17525482 222865572.51776218
0.03000    41857362901.19337463 253027770.36820459
0.03100    39052078709.78265381 224939983.71854618
0.03200    36564770995.95098877 235294312.19616121
0.03300    34352542789.36444473 192717773.93271360
0.03400    32372966723.36469650 203949699.76751408
0.03500    30585786941.17959595 264261211.37486589
0.03600    28953236142.93693161 160690468.01940656
0.03700    27441314489.90902710 187698599.79157180
0.03800    26019863196.66962814 182659448.09402069
0.03900    24663365664.81961823 192374261.09444755
0.04000    23350732229.27574158 172328411.83757687
0.04100    22065789838.48615646 139014482.42808577
0.04200    20796689331.34275055 160966382.89228329
0.04300    19535965257.54787827 154724852.02179146
0.04400    18279987245.55581665 148067903.56556430
0.04500    17028637140.73420334 117497601.73057982
0.04600    15784529758.73038101 122409033.96936636
0.04700    14552758288.82292175 125735837.46314216
0.04800    13340016161.29580307 127463860.35183436
0.04900    12154214507.04982376 118503596.95978197
0.05000    11003755183.38029861 101014477.28728406
0.05100    9897207350.03485107 123517153.48236254
0.05200    8842627466.13149452 84358669.95811568
0.05300    7847454796.35235977 76277264.17642826
0.05400    6917915957.47170639 68487371.17280030
0.05500    6059009807.41311073 55985253.23216892
0.05600    5274228767.68131638 63132521.29517146
0.05700    4565631805.32115173 51637298.12853528
0.05800    3933617120.11764336 34812513.13852119
0.05900    3377264112.57785177 33434916.27612608
0.06000    2894226530.26139832 31778608.78692869
0.06100    2481056060.67991018 27688586.93111316
0.06200    2133248672.87714624 26206961.17130139
0.06300    1845588727.94070244 19489417.87828743
0.06400    1612230738.93897223 18863100.52775130
